dataset,backbone,loss,bits,features,applicable,feature_definition,protocol,map_pct,codes_file,source
Houston2013,SpectralFormer,DSPCH,32,cls,yes,,,,codes/Houston2013/SpectralFormer/DSPCH/32/cls.npz,
Houston2013,SpectralFormer,DSPCH,32,all,yes,,,,codes/Houston2013/SpectralFormer/DSPCH/32/all.npz,
Houston2013,SpectralFormer,DSPCH,64,cls,yes,,,,codes/Houston2013/SpectralFormer/DSPCH/64/cls.npz,
Houston2013,SpectralFormer,DSPCH,64,all,yes,,,,codes/Houston2013/SpectralFormer/DSPCH/64/all.npz,
Houston2013,SpectralFormer,DHNN,16,cls,yes,,,,codes/Houston2013/SpectralFormer/DHNN/16/cls.npz,
Houston2013,SpectralFormer,DHNN,16,all,yes,,,,codes/Houston2013/SpectralFormer/DHNN/16/all.npz,
Houston2013,SpectralFormer,DHNN,32,cls,yes,,,,codes/Houston2013/SpectralFormer/DHNN/32/cls.npz,
Houston2013,SpectralFormer,DHNN,32,all,yes,,,,codes/Houston2013/SpectralFormer/DHNN/32/all.npz,
Houston2013,SpectralFormer,DHNN,64,cls,yes,,,,codes/Houston2013/SpectralFormer/DHNN/64/cls.npz,
Houston2013,SpectralFormer,DHNN,64,all,yes,,,,codes/Houston2013/SpectralFormer/DHNN/64/all.npz,
Houston2018,SSFTT,CSQ,16,cls,yes,,,,codes/Houston2018/SSFTT/CSQ/16/cls.npz,
Houston2018,SSFTT,CSQ,16,all,yes,,,,codes/Houston2018/SSFTT/CSQ/16/all.npz,
Houston2018,SSFTT,CSQ,32,cls,yes,,,,codes/Houston2018/SSFTT/CSQ/32/cls.npz,
Houston2018,SSFTT,CSQ,32,all,yes,,,,codes/Houston2018/SSFTT/CSQ/32/all.npz,
Houston2018,SSFTT,CSQ,64,cls,yes,,,,codes/Houston2018/SSFTT/CSQ/64/cls.npz,
Houston2018,SSFTT,CSQ,64,all,yes,,,,codes/Houston2018/SSFTT/CSQ/64/all.npz,
Houston2018,SSFTT,DPN,16,cls,yes,,,,codes/Houston2018/SSFTT/DPN/16/cls.npz,
Houston2018,SSFTT,DPN,16,all,yes,,,,codes/Houston2018/SSFTT/DPN/16/all.npz,
Houston2018,SSFTT,DPN,32,cls,yes,,,,codes/Houston2018/SSFTT/DPN/32/cls.npz,
Houston2018,SSFTT,DPN,32,all,yes,,,,codes/Houston2018/SSFTT/DPN/32/all.npz,
Houston2018,SSFTT,DPN,64,cls,yes,,,,codes/Houston2018/SSFTT/DPN/64/cls.npz,
Houston2018,SSFTT,DPN,64,all,yes,,,,codes/Houston2018/SSFTT/DPN/64/all.npz,
Houston2018,SSFTT,DSH,16,cls,yes,,,,codes/Houston2018/SSFTT/DSH/16/cls.npz,
Houston2018,SSFTT,DSH,16,all,yes,,,,codes/Houston2018/SSFTT/DSH/16/all.npz,
Houston2018,SSFTT,DSH,32,cls,yes,,,,codes/Houston2018/SSFTT/DSH/32/cls.npz,
Houston2018,SSFTT,DSH,32,all,yes,,,,codes/Houston2018/SSFTT/DSH/32/all.npz,
Houston2018,SSFTT,DSH,64,cls,yes,,,,codes/Houston2018/SSFTT/DSH/64/cls.npz,
Houston2018,SSFTT,DSH,64,all,yes,,,,codes/Houston2018/SSFTT/DSH/64/all.npz,
Houston2018,SSFTT,GreedyHash,16,cls,yes,,,,codes/Houston2018/SSFTT/GreedyHash/16/cls.npz,
Houston2018,SSFTT,GreedyHash,16,all,yes,,,,codes/Houston2018/SSFTT/GreedyHash/16/all.npz,
Houston2018,SSFTT,GreedyHash,32,cls,yes,,,,codes/Houston2018/SSFTT/GreedyHash/32/cls.npz,
Houston2018,SSFTT,GreedyHash,32,all,yes,,,,codes/Houston2018/SSFTT/GreedyHash/32/all.npz,
Houston2018,SSFTT,GreedyHash,64,cls,yes,,,,codes/Houston2018/SSFTT/GreedyHash/64/cls.npz,
Houston2018,SSFTT,GreedyHash,64,all,yes,,,,codes/Houston2018/SSFTT/GreedyHash/64/all.npz,
Houston2018,SSFTT,HashNet,16,cls,yes,,,,codes/Houston2018/SSFTT/HashNet/16/cls.npz,
Houston2018,SSFTT,HashNet,16,all,yes,,,,codes/Houston2018/SSFTT/HashNet/16/all.npz,
Houston2018,SSFTT,HashNet,32,cls,yes,,,,codes/Houston2018/SSFTT/HashNet/32/cls.npz,
Houston2018,SSFTT,HashNet,32,all,yes,,,,codes/Houston2018/SSFTT/HashNet/32/all.npz,
Houston2018,SSFTT,HashNet,64,cls,yes,,,,codes/Houston2018/SSFTT/HashNet/64/cls.npz,
Houston2018,SSFTT,HashNet,64,all,yes,,,,codes/Houston2018/SSFTT/HashNet/64/all.npz,
Houston2018,SSFTT,IDHN,16,cls,yes,,,,codes/Houston2018/SSFTT/IDHN/16/cls.npz,
Houston2018,SSFTT,IDHN,16,all,yes,,,,codes/Houston2018/SSFTT/IDHN/16/all.npz,
Houston2018,SSFTT,IDHN,32,cls,yes,,,,codes/Houston2018/SSFTT/IDHN/32/cls.npz,
Houston2018,SSFTT,IDHN,32,all,yes,,,,codes/Houston2018/SSFTT/IDHN/32/all.npz,
Houston2018,SSFTT,IDHN,64,cls,yes,,,,codes/Houston2018/SSFTT/IDHN/64/cls.npz,
Houston2018,SSFTT,IDHN,64,all,yes,,,,codes/Houston2018/SSFTT/IDHN/64/all.npz,
Houston2018,SSFTT,OrthoHash,16,cls,yes,,,,codes/Houston2018/SSFTT/OrthoHash/16/cls.npz,
Houston2018,SSFTT,OrthoHash,16,all,yes,,,,codes/Houston2018/SSFTT/OrthoHash/16/all.npz,
Houston2018,SSFTT,OrthoHash,32,cls,yes,,,,codes/Houston2018/SSFTT/OrthoHash/32/cls.npz,
Houston2018,SSFTT,OrthoHash,32,all,yes,,,,codes/Houston2018/SSFTT/OrthoHash/32/all.npz,
Houston2018,SSFTT,OrthoHash,64,cls,yes,,,,codes/Houston2018/SSFTT/OrthoHash/64/cls.npz,
Houston2018,SSFTT,OrthoHash,64,all,yes,,,,codes/Houston2018/SSFTT/OrthoHash/64/all.npz,
Houston2018,SSFTT,DSPCH,16,cls,yes,,,,codes/Houston2018/SSFTT/DSPCH/16/cls.npz,
Houston2018,SSFTT,DSPCH,16,all,yes,,,,codes/Houston2018/SSFTT/DSPCH/16/all.npz,
Houston2018,SSFTT,DSPCH,32,cls,yes,,,,codes/Houston2018/SSFTT/DSPCH/32/cls.npz,
Houston2018,SSFTT,DSPCH,32,all,yes,,,,codes/Houston2018/SSFTT/DSPCH/32/all.npz,
Houston2018,SSFTT,DSPCH,64,cls,yes,,,,codes/Houston2018/SSFTT/DSPCH/64/cls.npz,
Houston2018,SSFTT,DSPCH,64,all,yes,,,,codes/Houston2018/SSFTT/DSPCH/64/all.npz,
Houston2018,SSFTT,DHNN,16,cls,yes,,,,codes/Houston2018/SSFTT/DHNN/16/cls.npz,
Houston2018,SSFTT,DHNN,16,all,yes,,,,codes/Houston2018/SSFTT/DHNN/16/all.npz,
Houston2018,SSFTT,DHNN,32,cls,yes,,,,codes/Houston2018/SSFTT/DHNN/32/cls.npz,
Houston2018,SSFTT,DHNN,32,all,yes,,,,codes/Houston2018/SSFTT/DHNN/32/all.npz,
Houston2018,SSFTT,DHNN,64,cls,yes,,,,codes/Houston2018/SSFTT/DHNN/64/cls.npz,
Houston2018,SSFTT,DHNN,64,all,yes,,,,codes/Houston2018/SSFTT/DHNN/64/all.npz,
Houston2018,Mamba,CSQ,16,cls,yes,,,,codes/Houston2018/Mamba/CSQ/16/cls.npz,
Houston2018,Mamba,CSQ,16,all,yes,,,,codes/Houston2018/Mamba/CSQ/16/all.npz,
Houston2018,Mamba,CSQ,32,cls,yes,,,,codes/Houston2018/Mamba/CSQ/32/cls.npz,
Houston2018,Mamba,CSQ,32,all,yes,,,,codes/Houston2018/Mamba/CSQ/32/all.npz,
Houston2018,Mamba,CSQ,64,cls,yes,,,,codes/Houston2018/Mamba/CSQ/64/cls.npz,
Houston2018,Mamba,CSQ,64,all,yes,,,,codes/Houston2018/Mamba/CSQ/64/all.npz,
Houston2018,Mamba,DPN,16,cls,yes,,,,codes/Houston2018/Mamba/DPN/16/cls.npz,
Houston2018,Mamba,DPN,16,all,yes,,,,codes/Houston2018/Mamba/DPN/16/all.npz,
Houston2018,Mamba,DPN,32,cls,yes,,,,codes/Houston2018/Mamba/DPN/32/cls.npz,
Houston2018,Mamba,DPN,32,all,yes,,,,codes/Houston2018/Mamba/DPN/32/all.npz,
Houston2018,Mamba,DPN,64,cls,yes,,,,codes/Houston2018/Mamba/DPN/64/cls.npz,
Houston2018,Mamba,DPN,64,all,yes,,,,codes/Houston2018/Mamba/DPN/64/all.npz,
Houston2018,Mamba,DSH,16,cls,yes,,,,codes/Houston2018/Mamba/DSH/16/cls.npz,
Houston2018,Mamba,DSH,16,all,yes,,,,codes/Houston2018/Mamba/DSH/16/all.npz,
Houston2018,Mamba,DSH,32,cls,yes,,,,codes/Houston2018/Mamba/DSH/32/cls.npz,
Houston2018,Mamba,DSH,32,all,yes,,,,codes/Houston2018/Mamba/DSH/32/all.npz,
Houston2018,Mamba,DSH,64,cls,yes,,,,codes/Houston2018/Mamba/DSH/64/cls.npz,
Houston2018,Mamba,DSH,64,all,yes,,,,codes/Houston2018/Mamba/DSH/64/all.npz,
Houston2018,Mamba,GreedyHash,16,cls,yes,,,,codes/Houston2018/Mamba/GreedyHash/16/cls.npz,
Houston2018,Mamba,GreedyHash,16,all,yes,,,,codes/Houston2018/Mamba/GreedyHash/16/all.npz,
Houston2018,Mamba,GreedyHash,32,cls,yes,,,,codes/Houston2018/Mamba/GreedyHash/32/cls.npz,
Houston2018,Mamba,GreedyHash,32,all,yes,,,,codes/Houston2018/Mamba/GreedyHash/32/all.npz,
Houston2018,Mamba,GreedyHash,64,cls,yes,,,,codes/Houston2018/Mamba/GreedyHash/64/cls.npz,
Houston2018,Mamba,GreedyHash,64,all,yes,,,,codes/Houston2018/Mamba/GreedyHash/64/all.npz,
Houston2018,Mamba,HashNet,16,cls,yes,,,,codes/Houston2018/Mamba/HashNet/16/cls.npz,
Houston2018,Mamba,HashNet,16,all,yes,,,,codes/Houston2018/Mamba/HashNet/16/all.npz,
Houston2018,Mamba,HashNet,32,cls,yes,,,,codes/Houston2018/Mamba/HashNet/32/cls.npz,
Houston2018,Mamba,HashNet,32,all,yes,,,,codes/Houston2018/Mamba/HashNet/32/all.npz,
Houston2018,Mamba,HashNet,64,cls,yes,,,,codes/Houston2018/Mamba/HashNet/64/cls.npz,
Houston2018,Mamba,HashNet,64,all,yes,,,,codes/Houston2018/Mamba/HashNet/64/all.npz,
Houston2018,Mamba,IDHN,16,cls,yes,,,,codes/Houston2018/Mamba/IDHN/16/cls.npz,
Houston2018,Mamba,IDHN,16,all,yes,,,,codes/Houston2018/Mamba/IDHN/16/all.npz,
Houston2018,Mamba,IDHN,32,cls,yes,,,,codes/Houston2018/Mamba/IDHN/32/cls.npz,
Houston2018,Mamba,IDHN,32,all,yes,,,,codes/Houston2018/Mamba/IDHN/32/all.npz,
Houston2018,Mamba,IDHN,64,cls,yes,,,,codes/Houston2018/Mamba/IDHN/64/cls.npz,
Houston2018,Mamba,IDHN,64,all,yes,,,,codes/Houston2018/Mamba/IDHN/64/all.npz,
Houston2018,Mamba,OrthoHash,16,cls,yes,,,,codes/Houston2018/Mamba/OrthoHash/16/cls.npz,
Houston2018,Mamba,OrthoHash,16,all,yes,,,,codes/Houston2018/Mamba/OrthoHash/16/all.npz,
Houston2018,Mamba,OrthoHash,32,cls,yes,,,,codes/Houston2018/Mamba/OrthoHash/32/cls.npz,
Houston2018,Mamba,OrthoHash,32,all,yes,,,,codes/Houston2018/Mamba/OrthoHash/32/all.npz,
Houston2018,Mamba,OrthoHash,64,cls,yes,,,,codes/Houston2018/Mamba/OrthoHash/64/cls.npz,
Houston2018,Mamba,OrthoHash,64,all,yes,,,,codes/Houston2018/Mamba/OrthoHash/64/all.npz,
Houston2018,Mamba,DSPCH,16,cls,yes,,,,codes/Houston2018/Mamba/DSPCH/16/cls.npz,
Houston2018,Mamba,DSPCH,16,all,yes,,,,codes/Houston2018/Mamba/DSPCH/16/all.npz,
Houston2018,Mamba,DSPCH,32,cls,yes,,,,codes/Houston2018/Mamba/DSPCH/32/cls.npz,
Houston2018,Mamba,DSPCH,32,all,yes,,,,codes/Houston2018/Mamba/DSPCH/32/all.npz,
Houston2018,Mamba,DSPCH,64,cls,yes,,,,codes/Houston2018/Mamba/DSPCH/64/cls.npz,
Houston2018,Mamba,DSPCH,64,all,yes,,,,codes/Houston2018/Mamba/DSPCH/64/all.npz,
Houston2018,Mamba,DHNN,16,cls,yes,,,,codes/Houston2018/Mamba/DHNN/16/cls.npz,
Houston2018,Mamba,DHNN,16,all,yes,,,,codes/Houston2018/Mamba/DHNN/16/all.npz,
Houston2018,Mamba,DHNN,32,cls,yes,,,,codes/Houston2018/Mamba/DHNN/32/cls.npz,
Houston2018,Mamba,DHNN,32,all,yes,,,,codes/Houston2018/Mamba/DHNN/32/all.npz,
Houston2018,Mamba,DHNN,64,cls,yes,,,,codes/Houston2018/Mamba/DHNN/64/cls.npz,
Houston2018,Mamba,DHNN,64,all,yes,,,,codes/Houston2018/Mamba/DHNN/64/all.npz,
Houston2018,MoE-Mamba,CSQ,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/CSQ/16/cls.npz,
Houston2018,MoE-Mamba,CSQ,16,all,yes,,,,codes/Houston2018/MoE-Mamba/CSQ/16/all.npz,
Houston2018,MoE-Mamba,CSQ,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/CSQ/32/cls.npz,
Houston2018,MoE-Mamba,CSQ,32,all,yes,,,,codes/Houston2018/MoE-Mamba/CSQ/32/all.npz,
Houston2018,MoE-Mamba,CSQ,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/CSQ/64/cls.npz,
Houston2018,MoE-Mamba,CSQ,64,all,yes,,,,codes/Houston2018/MoE-Mamba/CSQ/64/all.npz,
Houston2018,MoE-Mamba,DPN,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/DPN/16/cls.npz,
Houston2018,MoE-Mamba,DPN,16,all,yes,,,,codes/Houston2018/MoE-Mamba/DPN/16/all.npz,
Houston2018,MoE-Mamba,DPN,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/DPN/32/cls.npz,
Houston2018,MoE-Mamba,DPN,32,all,yes,,,,codes/Houston2018/MoE-Mamba/DPN/32/all.npz,
Houston2018,MoE-Mamba,DPN,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/DPN/64/cls.npz,
Houston2018,MoE-Mamba,DPN,64,all,yes,,,,codes/Houston2018/MoE-Mamba/DPN/64/all.npz,
Houston2018,MoE-Mamba,DSH,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/DSH/16/cls.npz,
Houston2018,MoE-Mamba,DSH,16,all,yes,,,,codes/Houston2018/MoE-Mamba/DSH/16/all.npz,
Houston2018,MoE-Mamba,DSH,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/DSH/32/cls.npz,
Houston2018,MoE-Mamba,DSH,32,all,yes,,,,codes/Houston2018/MoE-Mamba/DSH/32/all.npz,
Houston2018,MoE-Mamba,DSH,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/DSH/64/cls.npz,
Houston2018,MoE-Mamba,DSH,64,all,yes,,,,codes/Houston2018/MoE-Mamba/DSH/64/all.npz,
Houston2018,MoE-Mamba,GreedyHash,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/GreedyHash/16/cls.npz,
Houston2018,MoE-Mamba,GreedyHash,16,all,yes,,,,codes/Houston2018/MoE-Mamba/GreedyHash/16/all.npz,
Houston2018,MoE-Mamba,GreedyHash,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/GreedyHash/32/cls.npz,
Houston2018,MoE-Mamba,GreedyHash,32,all,yes,,,,codes/Houston2018/MoE-Mamba/GreedyHash/32/all.npz,
Houston2018,MoE-Mamba,GreedyHash,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/GreedyHash/64/cls.npz,
Houston2018,MoE-Mamba,GreedyHash,64,all,yes,,,,codes/Houston2018/MoE-Mamba/GreedyHash/64/all.npz,
Houston2018,MoE-Mamba,HashNet,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/HashNet/16/cls.npz,
Houston2018,MoE-Mamba,HashNet,16,all,yes,,,,codes/Houston2018/MoE-Mamba/HashNet/16/all.npz,
Houston2018,MoE-Mamba,HashNet,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/HashNet/32/cls.npz,
Houston2018,MoE-Mamba,HashNet,32,all,yes,,,,codes/Houston2018/MoE-Mamba/HashNet/32/all.npz,
Houston2018,MoE-Mamba,HashNet,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/HashNet/64/cls.npz,
Houston2018,MoE-Mamba,HashNet,64,all,yes,,,,codes/Houston2018/MoE-Mamba/HashNet/64/all.npz,
Houston2018,MoE-Mamba,IDHN,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/IDHN/16/cls.npz,
Houston2018,MoE-Mamba,IDHN,16,all,yes,,,,codes/Houston2018/MoE-Mamba/IDHN/16/all.npz,
Houston2018,MoE-Mamba,IDHN,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/IDHN/32/cls.npz,
Houston2018,MoE-Mamba,IDHN,32,all,yes,,,,codes/Houston2018/MoE-Mamba/IDHN/32/all.npz,
Houston2018,MoE-Mamba,IDHN,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/IDHN/64/cls.npz,
Houston2018,MoE-Mamba,IDHN,64,all,yes,,,,codes/Houston2018/MoE-Mamba/IDHN/64/all.npz,
Houston2018,MoE-Mamba,OrthoHash,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/OrthoHash/16/cls.npz,
Houston2018,MoE-Mamba,OrthoHash,16,all,yes,,,,codes/Houston2018/MoE-Mamba/OrthoHash/16/all.npz,
Houston2018,MoE-Mamba,OrthoHash,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/OrthoHash/32/cls.npz,
Houston2018,MoE-Mamba,OrthoHash,32,all,yes,,,,codes/Houston2018/MoE-Mamba/OrthoHash/32/all.npz,
Houston2018,MoE-Mamba,OrthoHash,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/OrthoHash/64/cls.npz,
Houston2018,MoE-Mamba,OrthoHash,64,all,yes,,,,codes/Houston2018/MoE-Mamba/OrthoHash/64/all.npz,
Houston2018,MoE-Mamba,DSPCH,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/DSPCH/16/cls.npz,
Houston2018,MoE-Mamba,DSPCH,16,all,yes,,,,codes/Houston2018/MoE-Mamba/DSPCH/16/all.npz,
Houston2018,MoE-Mamba,DSPCH,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/DSPCH/32/cls.npz,
Houston2018,MoE-Mamba,DSPCH,32,all,yes,,,,codes/Houston2018/MoE-Mamba/DSPCH/32/all.npz,
Houston2018,MoE-Mamba,DSPCH,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/DSPCH/64/cls.npz,
Houston2018,MoE-Mamba,DSPCH,64,all,yes,,,,codes/Houston2018/MoE-Mamba/DSPCH/64/all.npz,
Houston2018,MoE-Mamba,DHNN,16,cls,yes,,,,codes/Houston2018/MoE-Mamba/DHNN/16/cls.npz,
Houston2018,MoE-Mamba,DHNN,16,all,yes,,,,codes/Houston2018/MoE-Mamba/DHNN/16/all.npz,
Houston2018,MoE-Mamba,DHNN,32,cls,yes,,,,codes/Houston2018/MoE-Mamba/DHNN/32/cls.npz,
Houston2018,MoE-Mamba,DHNN,32,all,yes,,,,codes/Houston2018/MoE-Mamba/DHNN/32/all.npz,
Houston2018,MoE-Mamba,DHNN,64,cls,yes,,,,codes/Houston2018/MoE-Mamba/DHNN/64/cls.npz,
Houston2018,MoE-Mamba,DHNN,64,all,yes,,,,codes/Houston2018/MoE-Mamba/DHNN/64/all.npz,
Houston2018,SSRN,CSQ,16,cls,yes,,,,codes/Houston2018/SSRN/CSQ/16/cls.npz,
Houston2018,SSRN,CSQ,16,all,yes,,,,codes/Houston2018/SSRN/CSQ/16/all.npz,
Houston2018,SSRN,CSQ,32,cls,yes,,,,codes/Houston2018/SSRN/CSQ/32/cls.npz,
Houston2018,SSRN,CSQ,32,all,yes,,,,codes/Houston2018/SSRN/CSQ/32/all.npz,
Houston2018,SSRN,CSQ,64,cls,yes,,,,codes/Houston2018/SSRN/CSQ/64/cls.npz,
Houston2018,SSRN,CSQ,64,all,yes,,,,codes/Houston2018/SSRN/CSQ/64/all.npz,
Houston2018,SSRN,DPN,16,cls,yes,,,,codes/Houston2018/SSRN/DPN/16/cls.npz,
Houston2018,SSRN,DPN,16,all,yes,,,,codes/Houston2018/SSRN/DPN/16/all.npz,
Houston2018,SSRN,DPN,32,cls,yes,,,,codes/Houston2018/SSRN/DPN/32/cls.npz,
Houston2018,SSRN,DPN,32,all,yes,,,,codes/Houston2018/SSRN/DPN/32/all.npz,
Houston2018,SSRN,DPN,64,cls,yes,,,,codes/Houston2018/SSRN/DPN/64/cls.npz,
Houston2018,SSRN,DPN,64,all,yes,,,,codes/Houston2018/SSRN/DPN/64/all.npz,
Houston2018,SSRN,DSH,16,cls,yes,,,,codes/Houston2018/SSRN/DSH/16/cls.npz,
Houston2018,SSRN,DSH,16,all,yes,,,,codes/Houston2018/SSRN/DSH/16/all.npz,
Houston2018,SSRN,DSH,32,cls,yes,,,,codes/Houston2018/SSRN/DSH/32/cls.npz,
Houston2018,SSRN,DSH,32,all,yes,,,,codes/Houston2018/SSRN/DSH/32/all.npz,
Houston2018,SSRN,DSH,64,cls,yes,,,,codes/Houston2018/SSRN/DSH/64/cls.npz,
Houston2018,SSRN,DSH,64,all,yes,,,,codes/Houston2018/SSRN/DSH/64/all.npz,
Houston2018,SSRN,GreedyHash,16,cls,yes,,,,codes/Houston2018/SSRN/GreedyHash/16/cls.npz,
Houston2018,SSRN,GreedyHash,16,all,yes,,,,codes/Houston2018/SSRN/GreedyHash/16/all.npz,
Houston2018,SSRN,GreedyHash,32,cls,yes,,,,codes/Houston2018/SSRN/GreedyHash/32/cls.npz,
Houston2018,SSRN,GreedyHash,32,all,yes,,,,codes/Houston2018/SSRN/GreedyHash/32/all.npz,
Houston2018,SSRN,GreedyHash,64,cls,yes,,,,codes/Houston2018/SSRN/GreedyHash/64/cls.npz,
Houston2018,SSRN,GreedyHash,64,all,yes,,,,codes/Houston2018/SSRN/GreedyHash/64/all.npz,
Houston2018,SSRN,HashNet,16,cls,yes,,,,codes/Houston2018/SSRN/HashNet/16/cls.npz,
Houston2018,SSRN,HashNet,16,all,yes,,,,codes/Houston2018/SSRN/HashNet/16/all.npz,
Houston2018,SSRN,HashNet,32,cls,yes,,,,codes/Houston2018/SSRN/HashNet/32/cls.npz,
Houston2018,SSRN,HashNet,32,all,yes,,,,codes/Houston2018/SSRN/HashNet/32/all.npz,
Houston2018,SSRN,HashNet,64,cls,yes,,,,codes/Houston2018/SSRN/HashNet/64/cls.npz,
Houston2018,SSRN,HashNet,64,all,yes,,,,codes/Houston2018/SSRN/HashNet/64/all.npz,
Houston2018,SSRN,IDHN,16,cls,yes,,,,codes/Houston2018/SSRN/IDHN/16/cls.npz,
Houston2018,SSRN,IDHN,16,all,yes,,,,codes/Houston2018/SSRN/IDHN/16/all.npz,
Houston2018,SSRN,IDHN,32,cls,yes,,,,codes/Houston2018/SSRN/IDHN/32/cls.npz,
Houston2018,SSRN,IDHN,32,all,yes,,,,codes/Houston2018/SSRN/IDHN/32/all.npz,
Houston2018,SSRN,IDHN,64,cls,yes,,,,codes/Houston2018/SSRN/IDHN/64/cls.npz,
Houston2018,SSRN,IDHN,64,all,yes,,,,codes/Houston2018/SSRN/IDHN/64/all.npz,
Houston2018,SSRN,OrthoHash,16,cls,yes,,,,codes/Houston2018/SSRN/OrthoHash/16/cls.npz,
Houston2018,SSRN,OrthoHash,16,all,yes,,,,codes/Houston2018/SSRN/OrthoHash/16/all.npz,
Houston2018,SSRN,OrthoHash,32,cls,yes,,,,codes/Houston2018/SSRN/OrthoHash/32/cls.npz,
Houston2018,SSRN,OrthoHash,32,all,yes,,,,codes/Houston2018/SSRN/OrthoHash/32/all.npz,
Houston2018,SSRN,OrthoHash,64,cls,yes,,,,codes/Houston2018/SSRN/OrthoHash/64/cls.npz,
Houston2018,SSRN,OrthoHash,64,all,yes,,,,codes/Houston2018/SSRN/OrthoHash/64/all.npz,
Houston2018,SSRN,DSPCH,16,cls,yes,,,,codes/Houston2018/SSRN/DSPCH/16/cls.npz,
Houston2018,SSRN,DSPCH,16,all,yes,,,,codes/Houston2018/SSRN/DSPCH/16/all.npz,
Houston2018,SSRN,DSPCH,32,cls,yes,,,,codes/Houston2018/SSRN/DSPCH/32/cls.npz,
Houston2018,SSRN,DSPCH,32,all,yes,,,,codes/Houston2018/SSRN/DSPCH/32/all.npz,
Houston2018,SSRN,DSPCH,64,cls,yes,,,,codes/Houston2018/SSRN/DSPCH/64/cls.npz,
Houston2018,SSRN,DSPCH,64,all,yes,,,,codes/Houston2018/SSRN/DSPCH/64/all.npz,
Houston2018,SSRN,DHNN,16,cls,yes,,,,codes/Houston2018/SSRN/DHNN/16/cls.npz,
Houston2018,SSRN,DHNN,16,all,yes,,,,codes/Houston2018/SSRN/DHNN/16/all.npz,
Houston2018,SSRN,DHNN,32,cls,yes,,,,codes/Houston2018/SSRN/DHNN/32/cls.npz,
Houston2018,SSRN,DHNN,32,all,yes,,,,codes/Houston2018/SSRN/DHNN/32/all.npz,
Houston2018,SSRN,DHNN,64,cls,yes,,,,codes/Houston2018/SSRN/DHNN/64/cls.npz,
Houston2018,SSRN,DHNN,64,all,yes,,,,codes/Houston2018/SSRN/DHNN/64/all.npz,
Houston2018,A2S2KResNet,CSQ,16,cls,yes,,,,codes/Houston2018/A2S2KResNet/CSQ/16/cls.npz,
Houston2018,A2S2KResNet,CSQ,16,all,yes,,,,codes/Houston2018/A2S2KResNet/CSQ/16/all.npz,
Houston2018,A2S2KResNet,CSQ,32,cls,yes,,,,codes/Houston2018/A2S2KResNet/CSQ/32/cls.npz,
Houston2018,A2S2KResNet,CSQ,32,all,yes,,,,codes/Houston2018/A2S2KResNet/CSQ/32/all.npz,
Houston2018,A2S2KResNet,CSQ,64,cls,yes,,,,codes/Houston2018/A2S2KResNet/CSQ/64/cls.npz,
Houston2018,A2S2KResNet,CSQ,64,all,yes,,,,codes/Houston2018/A2S2KResNet/CSQ/64/all.npz,
Houston2018,A2S2KResNet,DPN,16,cls,yes,,,,codes/Houston2018/A2S2KResNet/DPN/16/cls.npz,
Houston2018,A2S2KResNet,DPN,16,all,yes,,,,codes/Houston2018/A2S2KResNet/DPN/16/all.npz,
Houston2018,A2S2KResNet,DPN,32,cls,yes,,,,codes/Houston2018/A2S2KResNet/DPN/32/cls.npz,
Houston2018,A2S2KResNet,DPN,32,all,yes,,,,codes/Houston2018/A2S2KResNet/DPN/32/all.npz,
Houston2018,A2S2KResNet,DPN,64,cls,yes,,,,codes/Houston2018/A2S2KResNet/DPN/64/cls.npz,
Houston2018,A2S2KResNet,DPN,64,all,yes,,,,codes/Houston2018/A2S2KResNet/DPN/64/all.npz,
Houston2018,A2S2KResNet,DSH,16,cls,yes,,,,codes/Houston2018/A2S2KResNet/DSH/16/cls.npz,
Houston2018,A2S2KResNet,DSH,16,all,yes,,,,codes/Houston2018/A2S2KResNet/DSH/16/all.npz,
Houston2018,A2S2KResNet,DSH,32,cls,yes,,,,codes/Houston2018/A2S2KResNet/DSH/32/cls.npz,
Houston2018,A2S2KResNet,DSH,32,all,yes,,,,codes/Houston2018/A2S2KResNet/DSH/32/all.npz,
