dataset,backbone,loss,bits,features,applicable,feature_definition,protocol,map_pct,codes_file,source
Houston2018,SpectralFormer,HashNet,16,all,yes,,,,codes/Houston2018/SpectralFormer/HashNet/16/all.npz,
Houston2018,SpectralFormer,HashNet,32,cls,yes,,,,codes/Houston2018/SpectralFormer/HashNet/32/cls.npz,
Houston2018,SpectralFormer,HashNet,32,all,yes,,,,codes/Houston2018/SpectralFormer/HashNet/32/all.npz,
Houston2018,SpectralFormer,HashNet,64,cls,yes,,,,codes/Houston2018/SpectralFormer/HashNet/64/cls.npz,
Houston2018,SpectralFormer,HashNet,64,all,yes,,,,codes/Houston2018/SpectralFormer/HashNet/64/all.npz,
Houston2018,SpectralFormer,IDHN,16,cls,yes,,,,codes/Houston2018/SpectralFormer/IDHN/16/cls.npz,
Houston2018,SpectralFormer,IDHN,16,all,yes,,,,codes/Houston2018/SpectralFormer/IDHN/16/all.npz,
Houston2018,SpectralFormer,IDHN,32,cls,yes,,,,codes/Houston2018/SpectralFormer/IDHN/32/cls.npz,
Houston2018,SpectralFormer,IDHN,32,all,yes,,,,codes/Houston2018/SpectralFormer/IDHN/32/all.npz,
Houston2018,SpectralFormer,IDHN,64,cls,yes,,,,codes/Houston2018/SpectralFormer/IDHN/64/cls.npz,
Houston2018,SpectralFormer,IDHN,64,all,yes,,,,codes/Houston2018/SpectralFormer/IDHN/64/all.npz,
Houston2018,SpectralFormer,OrthoHash,16,cls,yes,,,,codes/Houston2018/SpectralFormer/OrthoHash/16/cls.npz,
Houston2018,SpectralFormer,OrthoHash,16,all,yes,,,,codes/Houston2018/SpectralFormer/OrthoHash/16/all.npz,
Houston2018,SpectralFormer,OrthoHash,32,cls,yes,,,,codes/Houston2018/SpectralFormer/OrthoHash/32/cls.npz,
Houston2018,SpectralFormer,OrthoHash,32,all,yes,,,,codes/Houston2018/SpectralFormer/OrthoHash/32/all.npz,
Houston2018,SpectralFormer,OrthoHash,64,cls,yes,,,,codes/Houston2018/SpectralFormer/OrthoHash/64/cls.npz,
Houston2018,SpectralFormer,OrthoHash,64,all,yes,,,,codes/Houston2018/SpectralFormer/OrthoHash/64/all.npz,
Houston2018,SpectralFormer,DSPCH,16,cls,yes,,,,codes/Houston2018/SpectralFormer/DSPCH/16/cls.npz,
Houston2018,SpectralFormer,DSPCH,16,all,yes,,,,codes/Houston2018/SpectralFormer/DSPCH/16/all.npz,
Houston2018,SpectralFormer,DSPCH,32,cls,yes,,,,codes/Houston2018/SpectralFormer/DSPCH/32/cls.npz,
Houston2018,SpectralFormer,DSPCH,32,all,yes,,,,codes/Houston2018/SpectralFormer/DSPCH/32/all.npz,
Houston2018,SpectralFormer,DSPCH,64,cls,yes,,,,codes/Houston2018/SpectralFormer/DSPCH/64/cls.npz,
Houston2018,SpectralFormer,DSPCH,64,all,yes,,,,codes/Houston2018/SpectralFormer/DSPCH/64/all.npz,
Houston2018,SpectralFormer,DHNN,16,cls,yes,,,,codes/Houston2018/SpectralFormer/DHNN/16/cls.npz,
Houston2018,SpectralFormer,DHNN,16,all,yes,,,,codes/Houston2018/SpectralFormer/DHNN/16/all.npz,
Houston2018,SpectralFormer,DHNN,32,cls,yes,,,,codes/Houston2018/SpectralFormer/DHNN/32/cls.npz,
Houston2018,SpectralFormer,DHNN,32,all,yes,,,,codes/Houston2018/SpectralFormer/DHNN/32/all.npz,
Houston2018,SpectralFormer,DHNN,64,cls,yes,,,,codes/Houston2018/SpectralFormer/DHNN/64/cls.npz,
Houston2018,SpectralFormer,DHNN,64,all,yes,,,,codes/Houston2018/SpectralFormer/DHNN/64/all.npz,
Trento,SSFTT,CSQ,16,cls,yes,,,,codes/Trento/SSFTT/CSQ/16/cls.npz,
Trento,SSFTT,CSQ,16,all,yes,,,,codes/Trento/SSFTT/CSQ/16/all.npz,
Trento,SSFTT,CSQ,32,cls,yes,,,,codes/Trento/SSFTT/CSQ/32/cls.npz,
Trento,SSFTT,CSQ,32,all,yes,,,,codes/Trento/SSFTT/CSQ/32/all.npz,
Trento,SSFTT,CSQ,64,cls,yes,,,,codes/Trento/SSFTT/CSQ/64/cls.npz,
Trento,SSFTT,CSQ,64,all,yes,,,,codes/Trento/SSFTT/CSQ/64/all.npz,
Trento,SSFTT,DPN,16,cls,yes,,,,codes/Trento/SSFTT/DPN/16/cls.npz,
Trento,SSFTT,DPN,16,all,yes,,,,codes/Trento/SSFTT/DPN/16/all.npz,
Trento,SSFTT,DPN,32,cls,yes,,,,codes/Trento/SSFTT/DPN/32/cls.npz,
Trento,SSFTT,DPN,32,all,yes,,,,codes/Trento/SSFTT/DPN/32/all.npz,
Trento,SSFTT,DPN,64,cls,yes,,,,codes/Trento/SSFTT/DPN/64/cls.npz,
Trento,SSFTT,DPN,64,all,yes,,,,codes/Trento/SSFTT/DPN/64/all.npz,
Trento,SSFTT,DSH,16,cls,yes,,,,codes/Trento/SSFTT/DSH/16/cls.npz,
Trento,SSFTT,DSH,16,all,yes,,,,codes/Trento/SSFTT/DSH/16/all.npz,
Trento,SSFTT,DSH,32,cls,yes,,,,codes/Trento/SSFTT/DSH/32/cls.npz,
Trento,SSFTT,DSH,32,all,yes,,,,codes/Trento/SSFTT/DSH/32/all.npz,
Trento,SSFTT,DSH,64,cls,yes,,,,codes/Trento/SSFTT/DSH/64/cls.npz,
Trento,SSFTT,DSH,64,all,yes,,,,codes/Trento/SSFTT/DSH/64/all.npz,
Trento,SSFTT,GreedyHash,16,cls,yes,,,,codes/Trento/SSFTT/GreedyHash/16/cls.npz,
Trento,SSFTT,GreedyHash,16,all,yes,,,,codes/Trento/SSFTT/GreedyHash/16/all.npz,
Trento,SSFTT,GreedyHash,32,cls,yes,,,,codes/Trento/SSFTT/GreedyHash/32/cls.npz,
Trento,SSFTT,GreedyHash,32,all,yes,,,,codes/Trento/SSFTT/GreedyHash/32/all.npz,
Trento,SSFTT,GreedyHash,64,cls,yes,,,,codes/Trento/SSFTT/GreedyHash/64/cls.npz,
Trento,SSFTT,GreedyHash,64,all,yes,,,,codes/Trento/SSFTT/GreedyHash/64/all.npz,
Trento,SSFTT,HashNet,16,cls,yes,,,,codes/Trento/SSFTT/HashNet/16/cls.npz,
Trento,SSFTT,HashNet,16,all,yes,,,,codes/Trento/SSFTT/HashNet/16/all.npz,
Trento,SSFTT,HashNet,32,cls,yes,,,,codes/Trento/SSFTT/HashNet/32/cls.npz,
Trento,SSFTT,HashNet,32,all,yes,,,,codes/Trento/SSFTT/HashNet/32/all.npz,
Trento,SSFTT,HashNet,64,cls,yes,,,,codes/Trento/SSFTT/HashNet/64/cls.npz,
Trento,SSFTT,HashNet,64,all,yes,,,,codes/Trento/SSFTT/HashNet/64/all.npz,
Trento,SSFTT,IDHN,16,cls,yes,,,,codes/Trento/SSFTT/IDHN/16/cls.npz,
Trento,SSFTT,IDHN,16,all,yes,,,,codes/Trento/SSFTT/IDHN/16/all.npz,
Trento,SSFTT,IDHN,32,cls,yes,,,,codes/Trento/SSFTT/IDHN/32/cls.npz,
Trento,SSFTT,IDHN,32,all,yes,,,,codes/Trento/SSFTT/IDHN/32/all.npz,
Trento,SSFTT,IDHN,64,cls,yes,,,,codes/Trento/SSFTT/IDHN/64/cls.npz,
Trento,SSFTT,IDHN,64,all,yes,,,,codes/Trento/SSFTT/IDHN/64/all.npz,
Trento,SSFTT,OrthoHash,16,cls,yes,,,,codes/Trento/SSFTT/OrthoHash/16/cls.npz,
Trento,SSFTT,OrthoHash,16,all,yes,,,,codes/Trento/SSFTT/OrthoHash/16/all.npz,
Trento,SSFTT,OrthoHash,32,cls,yes,,,,codes/Trento/SSFTT/OrthoHash/32/cls.npz,
Trento,SSFTT,OrthoHash,32,all,yes,,,,codes/Trento/SSFTT/OrthoHash/32/all.npz,
Trento,SSFTT,OrthoHash,64,cls,yes,,,,codes/Trento/SSFTT/OrthoHash/64/cls.npz,
Trento,SSFTT,OrthoHash,64,all,yes,,,,codes/Trento/SSFTT/OrthoHash/64/all.npz,
Trento,SSFTT,DSPCH,16,cls,yes,,,,codes/Trento/SSFTT/DSPCH/16/cls.npz,
Trento,SSFTT,DSPCH,16,all,yes,,,,codes/Trento/SSFTT/DSPCH/16/all.npz,
Trento,SSFTT,DSPCH,32,cls,yes,,,,codes/Trento/SSFTT/DSPCH/32/cls.npz,
Trento,SSFTT,DSPCH,32,all,yes,,,,codes/Trento/SSFTT/DSPCH/32/all.npz,
Trento,SSFTT,DSPCH,64,cls,yes,,,,codes/Trento/SSFTT/DSPCH/64/cls.npz,
Trento,SSFTT,DSPCH,64,all,yes,,,,codes/Trento/SSFTT/DSPCH/64/all.npz,
Trento,SSFTT,DHNN,16,cls,yes,,,,codes/Trento/SSFTT/DHNN/16/cls.npz,
Trento,SSFTT,DHNN,16,all,yes,,,,codes/Trento/SSFTT/DHNN/16/all.npz,
Trento,SSFTT,DHNN,32,cls,yes,,,,codes/Trento/SSFTT/DHNN/32/cls.npz,
Trento,SSFTT,DHNN,32,all,yes,,,,codes/Trento/SSFTT/DHNN/32/all.npz,
Trento,SSFTT,DHNN,64,cls,yes,,,,codes/Trento/SSFTT/DHNN/64/cls.npz,
Trento,SSFTT,DHNN,64,all,yes,,,,codes/Trento/SSFTT/DHNN/64/all.npz,
Trento,Mamba,CSQ,16,cls,yes,,,,codes/Trento/Mamba/CSQ/16/cls.npz,
Trento,Mamba,CSQ,16,all,yes,,,,codes/Trento/Mamba/CSQ/16/all.npz,
Trento,Mamba,CSQ,32,cls,yes,,,,codes/Trento/Mamba/CSQ/32/cls.npz,
Trento,Mamba,CSQ,32,all,yes,,,,codes/Trento/Mamba/CSQ/32/all.npz,
Trento,Mamba,CSQ,64,cls,yes,,,,codes/Trento/Mamba/CSQ/64/cls.npz,
Trento,Mamba,CSQ,64,all,yes,,,,codes/Trento/Mamba/CSQ/64/all.npz,
Trento,Mamba,DPN,16,cls,yes,,,,codes/Trento/Mamba/DPN/16/cls.npz,
Trento,Mamba,DPN,16,all,yes,,,,codes/Trento/Mamba/DPN/16/all.npz,
Trento,Mamba,DPN,32,cls,yes,,,,codes/Trento/Mamba/DPN/32/cls.npz,
Trento,Mamba,DPN,32,all,yes,,,,codes/Trento/Mamba/DPN/32/all.npz,
Trento,Mamba,DPN,64,cls,yes,,,,codes/Trento/Mamba/DPN/64/cls.npz,
Trento,Mamba,DPN,64,all,yes,,,,codes/Trento/Mamba/DPN/64/all.npz,
Trento,Mamba,DSH,16,cls,yes,,,,codes/Trento/Mamba/DSH/16/cls.npz,
Trento,Mamba,DSH,16,all,yes,,,,codes/Trento/Mamba/DSH/16/all.npz,
Trento,Mamba,DSH,32,cls,yes,,,,codes/Trento/Mamba/DSH/32/cls.npz,
Trento,Mamba,DSH,32,all,yes,,,,codes/Trento/Mamba/DSH/32/all.npz,
Trento,Mamba,DSH,64,cls,yes,,,,codes/Trento/Mamba/DSH/64/cls.npz,
Trento,Mamba,DSH,64,all,yes,,,,codes/Trento/Mamba/DSH/64/all.npz,
Trento,Mamba,GreedyHash,16,cls,yes,,,,codes/Trento/Mamba/GreedyHash/16/cls.npz,
Trento,Mamba,GreedyHash,16,all,yes,,,,codes/Trento/Mamba/GreedyHash/16/all.npz,
Trento,Mamba,GreedyHash,32,cls,yes,,,,codes/Trento/Mamba/GreedyHash/32/cls.npz,
Trento,Mamba,GreedyHash,32,all,yes,,,,codes/Trento/Mamba/GreedyHash/32/all.npz,
Trento,Mamba,GreedyHash,64,cls,yes,,,,codes/Trento/Mamba/GreedyHash/64/cls.npz,
Trento,Mamba,GreedyHash,64,all,yes,,,,codes/Trento/Mamba/GreedyHash/64/all.npz,
Trento,Mamba,HashNet,16,cls,yes,,,,codes/Trento/Mamba/HashNet/16/cls.npz,
Trento,Mamba,HashNet,16,all,yes,,,,codes/Trento/Mamba/HashNet/16/all.npz,
Trento,Mamba,HashNet,32,cls,yes,,,,codes/Trento/Mamba/HashNet/32/cls.npz,
Trento,Mamba,HashNet,32,all,yes,,,,codes/Trento/Mamba/HashNet/32/all.npz,
Trento,Mamba,HashNet,64,cls,yes,,,,codes/Trento/Mamba/HashNet/64/cls.npz,
Trento,Mamba,HashNet,64,all,yes,,,,codes/Trento/Mamba/HashNet/64/all.npz,
Trento,Mamba,IDHN,16,cls,yes,,,,codes/Trento/Mamba/IDHN/16/cls.npz,
Trento,Mamba,IDHN,16,all,yes,,,,codes/Trento/Mamba/IDHN/16/all.npz,
Trento,Mamba,IDHN,32,cls,yes,,,,codes/Trento/Mamba/IDHN/32/cls.npz,
Trento,Mamba,IDHN,32,all,yes,,,,codes/Trento/Mamba/IDHN/32/all.npz,
Trento,Mamba,IDHN,64,cls,yes,,,,codes/Trento/Mamba/IDHN/64/cls.npz,
Trento,Mamba,IDHN,64,all,yes,,,,codes/Trento/Mamba/IDHN/64/all.npz,
Trento,Mamba,OrthoHash,16,cls,yes,,,,codes/Trento/Mamba/OrthoHash/16/cls.npz,
Trento,Mamba,OrthoHash,16,all,yes,,,,codes/Trento/Mamba/OrthoHash/16/all.npz,
Trento,Mamba,OrthoHash,32,cls,yes,,,,codes/Trento/Mamba/OrthoHash/32/cls.npz,
Trento,Mamba,OrthoHash,32,all,yes,,,,codes/Trento/Mamba/OrthoHash/32/all.npz,
Trento,Mamba,OrthoHash,64,cls,yes,,,,codes/Trento/Mamba/OrthoHash/64/cls.npz,
Trento,Mamba,OrthoHash,64,all,yes,,,,codes/Trento/Mamba/OrthoHash/64/all.npz,
Trento,Mamba,DSPCH,16,cls,yes,,,,codes/Trento/Mamba/DSPCH/16/cls.npz,
Trento,Mamba,DSPCH,16,all,yes,,,,codes/Trento/Mamba/DSPCH/16/all.npz,
Trento,Mamba,DSPCH,32,cls,yes,,,,codes/Trento/Mamba/DSPCH/32/cls.npz,
Trento,Mamba,DSPCH,32,all,yes,,,,codes/Trento/Mamba/DSPCH/32/all.npz,
Trento,Mamba,DSPCH,64,cls,yes,,,,codes/Trento/Mamba/DSPCH/64/cls.npz,
Trento,Mamba,DSPCH,64,all,yes,,,,codes/Trento/Mamba/DSPCH/64/all.npz,
Trento,Mamba,DHNN,16,cls,yes,,,,codes/Trento/Mamba/DHNN/16/cls.npz,
Trento,Mamba,DHNN,16,all,yes,,,,codes/Trento/Mamba/DHNN/16/all.npz,
Trento,Mamba,DHNN,32,cls,yes,,,,codes/Trento/Mamba/DHNN/32/cls.npz,
Trento,Mamba,DHNN,32,all,yes,,,,codes/Trento/Mamba/DHNN/32/all.npz,
Trento,Mamba,DHNN,64,cls,yes,,,,codes/Trento/Mamba/DHNN/64/cls.npz,
Trento,Mamba,DHNN,64,all,yes,,,,codes/Trento/Mamba/DHNN/64/all.npz,
Trento,MoE-Mamba,CSQ,16,cls,yes,,,,codes/Trento/MoE-Mamba/CSQ/16/cls.npz,
Trento,MoE-Mamba,CSQ,16,all,yes,,,,codes/Trento/MoE-Mamba/CSQ/16/all.npz,
Trento,MoE-Mamba,CSQ,32,cls,yes,,,,codes/Trento/MoE-Mamba/CSQ/32/cls.npz,
Trento,MoE-Mamba,CSQ,32,all,yes,,,,codes/Trento/MoE-Mamba/CSQ/32/all.npz,
Trento,MoE-Mamba,CSQ,64,cls,yes,,,,codes/Trento/MoE-Mamba/CSQ/64/cls.npz,
Trento,MoE-Mamba,CSQ,64,all,yes,,,,codes/Trento/MoE-Mamba/CSQ/64/all.npz,
Trento,MoE-Mamba,DPN,16,cls,yes,,,,codes/Trento/MoE-Mamba/DPN/16/cls.npz,
Trento,MoE-Mamba,DPN,16,all,yes,,,,codes/Trento/MoE-Mamba/DPN/16/all.npz,
Trento,MoE-Mamba,DPN,32,cls,yes,,,,codes/Trento/MoE-Mamba/DPN/32/cls.npz,
Trento,MoE-Mamba,DPN,32,all,yes,,,,codes/Trento/MoE-Mamba/DPN/32/all.npz,
Trento,MoE-Mamba,DPN,64,cls,yes,,,,codes/Trento/MoE-Mamba/DPN/64/cls.npz,
Trento,MoE-Mamba,DPN,64,all,yes,,,,codes/Trento/MoE-Mamba/DPN/64/all.npz,
Trento,MoE-Mamba,DSH,16,cls,yes,,,,codes/Trento/MoE-Mamba/DSH/16/cls.npz,
Trento,MoE-Mamba,DSH,16,all,yes,,,,codes/Trento/MoE-Mamba/DSH/16/all.npz,
Trento,MoE-Mamba,DSH,32,cls,yes,,,,codes/Trento/MoE-Mamba/DSH/32/cls.npz,
Trento,MoE-Mamba,DSH,32,all,yes,,,,codes/Trento/MoE-Mamba/DSH/32/all.npz,
Trento,MoE-Mamba,DSH,64,cls,yes,,,,codes/Trento/MoE-Mamba/DSH/64/cls.npz,
Trento,MoE-Mamba,DSH,64,all,yes,,,,codes/Trento/MoE-Mamba/DSH/64/all.npz,
Trento,MoE-Mamba,GreedyHash,16,cls,yes,,,,codes/Trento/MoE-Mamba/GreedyHash/16/cls.npz,
Trento,MoE-Mamba,GreedyHash,16,all,yes,,,,codes/Trento/MoE-Mamba/GreedyHash/16/all.npz,
Trento,MoE-Mamba,GreedyHash,32,cls,yes,,,,codes/Trento/MoE-Mamba/GreedyHash/32/cls.npz,
Trento,MoE-Mamba,GreedyHash,32,all,yes,,,,codes/Trento/MoE-Mamba/GreedyHash/32/all.npz,
Trento,MoE-Mamba,GreedyHash,64,cls,yes,,,,codes/Trento/MoE-Mamba/GreedyHash/64/cls.npz,
Trento,MoE-Mamba,GreedyHash,64,all,yes,,,,codes/Trento/MoE-Mamba/GreedyHash/64/all.npz,
Trento,MoE-Mamba,HashNet,16,cls,yes,,,,codes/Trento/MoE-Mamba/HashNet/16/cls.npz,
Trento,MoE-Mamba,HashNet,16,all,yes,,,,codes/Trento/MoE-Mamba/HashNet/16/all.npz,
Trento,MoE-Mamba,HashNet,32,cls,yes,,,,codes/Trento/MoE-Mamba/HashNet/32/cls.npz,
Trento,MoE-Mamba,HashNet,32,all,yes,,,,codes/Trento/MoE-Mamba/HashNet/32/all.npz,
Trento,MoE-Mamba,HashNet,64,cls,yes,,,,codes/Trento/MoE-Mamba/HashNet/64/cls.npz,
Trento,MoE-Mamba,HashNet,64,all,yes,,,,codes/Trento/MoE-Mamba/HashNet/64/all.npz,
Trento,MoE-Mamba,IDHN,16,cls,yes,,,,codes/Trento/MoE-Mamba/IDHN/16/cls.npz,
Trento,MoE-Mamba,IDHN,16,all,yes,,,,codes/Trento/MoE-Mamba/IDHN/16/all.npz,
Trento,MoE-Mamba,IDHN,32,cls,yes,,,,codes/Trento/MoE-Mamba/IDHN/32/cls.npz,
Trento,MoE-Mamba,IDHN,32,all,yes,,,,codes/Trento/MoE-Mamba/IDHN/32/all.npz,
Trento,MoE-Mamba,IDHN,64,cls,yes,,,,codes/Trento/MoE-Mamba/IDHN/64/cls.npz,
Trento,MoE-Mamba,IDHN,64,all,yes,,,,codes/Trento/MoE-Mamba/IDHN/64/all.npz,
Trento,MoE-Mamba,OrthoHash,16,cls,yes,,,,codes/Trento/MoE-Mamba/OrthoHash/16/cls.npz,
Trento,MoE-Mamba,OrthoHash,16,all,yes,,,,codes/Trento/MoE-Mamba/OrthoHash/16/all.npz,
Trento,MoE-Mamba,OrthoHash,32,cls,yes,,,,codes/Trento/MoE-Mamba/OrthoHash/32/cls.npz,
Trento,MoE-Mamba,OrthoHash,32,all,yes,,,,codes/Trento/MoE-Mamba/OrthoHash/32/all.npz,
Trento,MoE-Mamba,OrthoHash,64,cls,yes,,,,codes/Trento/MoE-Mamba/OrthoHash/64/cls.npz,
Trento,MoE-Mamba,OrthoHash,64,all,yes,,,,codes/Trento/MoE-Mamba/OrthoHash/64/all.npz,
Trento,MoE-Mamba,DSPCH,16,cls,yes,,,,codes/Trento/MoE-Mamba/DSPCH/16/cls.npz,
Trento,MoE-Mamba,DSPCH,16,all,yes,,,,codes/Trento/MoE-Mamba/DSPCH/16/all.npz,
Trento,MoE-Mamba,DSPCH,32,cls,yes,,,,codes/Trento/MoE-Mamba/DSPCH/32/cls.npz,
Trento,MoE-Mamba,DSPCH,32,all,yes,,,,codes/Trento/MoE-Mamba/DSPCH/32/all.npz,
Trento,MoE-Mamba,DSPCH,64,cls,yes,,,,codes/Trento/MoE-Mamba/DSPCH/64/cls.npz,
Trento,MoE-Mamba,DSPCH,64,all,yes,,,,codes/Trento/MoE-Mamba/DSPCH/64/all.npz,
Trento,MoE-Mamba,DHNN,16,cls,yes,,,,codes/Trento/MoE-Mamba/DHNN/16/cls.npz,
Trento,MoE-Mamba,DHNN,16,all,yes,,,,codes/Trento/MoE-Mamba/DHNN/16/all.npz,
Trento,MoE-Mamba,DHNN,32,cls,yes,,,,codes/Trento/MoE-Mamba/DHNN/32/cls.npz,
Trento,MoE-Mamba,DHNN,32,all,yes,,,,codes/Trento/MoE-Mamba/DHNN/32/all.npz,
Trento,MoE-Mamba,DHNN,64,cls,yes,,,,codes/Trento/MoE-Mamba/DHNN/64/cls.npz,
Trento,MoE-Mamba,DHNN,64,all,yes,,,,codes/Trento/MoE-Mamba/DHNN/64/all.npz,
Trento,SSRN,CSQ,16,cls,yes,,,,codes/Trento/SSRN/CSQ/16/cls.npz,
Trento,SSRN,CSQ,16,all,yes,,,,codes/Trento/SSRN/CSQ/16/all.npz,
Trento,SSRN,CSQ,32,cls,yes,,,,codes/Trento/SSRN/CSQ/32/cls.npz,
Trento,SSRN,CSQ,32,all,yes,,,,codes/Trento/SSRN/CSQ/32/all.npz,
Trento,SSRN,CSQ,64,cls,yes,,,,codes/Trento/SSRN/CSQ/64/cls.npz,
Trento,SSRN,CSQ,64,all,yes,,,,codes/Trento/SSRN/CSQ/64/all.npz,
Trento,SSRN,DPN,16,cls,yes,,,,codes/Trento/SSRN/DPN/16/cls.npz,
Trento,SSRN,DPN,16,all,yes,,,,codes/Trento/SSRN/DPN/16/all.npz,
Trento,SSRN,DPN,32,cls,yes,,,,codes/Trento/SSRN/DPN/32/cls.npz,
Trento,SSRN,DPN,32,all,yes,,,,codes/Trento/SSRN/DPN/32/all.npz,
Trento,SSRN,DPN,64,cls,yes,,,,codes/Trento/SSRN/DPN/64/cls.npz,
Trento,SSRN,DPN,64,all,yes,,,,codes/Trento/SSRN/DPN/64/all.npz,
Trento,SSRN,DSH,16,cls,yes,,,,codes/Trento/SSRN/DSH/16/cls.npz,
Trento,SSRN,DSH,16,all,yes,,,,codes/Trento/SSRN/DSH/16/all.npz,
Trento,SSRN,DSH,32,cls,yes,,,,codes/Trento/SSRN/DSH/32/cls.npz,
Trento,SSRN,DSH,32,all,yes,,,,codes/Trento/SSRN/DSH/32/all.npz,
Trento,SSRN,DSH,64,cls,yes,,,,codes/Trento/SSRN/DSH/64/cls.npz,
Trento,SSRN,DSH,64,all,yes,,,,codes/Trento/SSRN/DSH/64/all.npz,
Trento,SSRN,GreedyHash,16,cls,yes,,,,codes/Trento/SSRN/GreedyHash/16/cls.npz,
Trento,SSRN,GreedyHash,16,all,yes,,,,codes/Trento/SSRN/GreedyHash/16/all.npz,
Trento,SSRN,GreedyHash,32,cls,yes,,,,codes/Trento/SSRN/GreedyHash/32/cls.npz,
Trento,SSRN,GreedyHash,32,all,yes,,,,codes/Trento/SSRN/GreedyHash/32/all.npz,
Trento,SSRN,GreedyHash,64,cls,yes,,,,codes/Trento/SSRN/GreedyHash/64/cls.npz,
Trento,SSRN,GreedyHash,64,all,yes,,,,codes/Trento/SSRN/GreedyHash/64/all.npz,
Trento,SSRN,HashNet,16,cls,yes,,,,codes/Trento/SSRN/HashNet/16/cls.npz,
Trento,SSRN,HashNet,16,all,yes,,,,codes/Trento/SSRN/HashNet/16/all.npz,
Trento,SSRN,HashNet,32,cls,yes,,,,codes/Trento/SSRN/HashNet/32/cls.npz,
Trento,SSRN,HashNet,32,all,yes,,,,codes/Trento/SSRN/HashNet/32/all.npz,
Trento,SSRN,HashNet,64,cls,yes,,,,codes/Trento/SSRN/HashNet/64/cls.npz,
Trento,SSRN,HashNet,64,all,yes,,,,codes/Trento/SSRN/HashNet/64/all.npz,
Trento,SSRN,IDHN,16,cls,yes,,,,codes/Trento/SSRN/IDHN/16/cls.npz,
Trento,SSRN,IDHN,16,all,yes,,,,codes/Trento/SSRN/IDHN/16/all.npz,
Trento,SSRN,IDHN,32,cls,yes,,,,codes/Trento/SSRN/IDHN/32/cls.npz,
Trento,SSRN,IDHN,32,all,yes,,,,codes/Trento/SSRN/IDHN/32/all.npz,
Trento,SSRN,IDHN,64,cls,yes,,,,codes/Trento/SSRN/IDHN/64/cls.npz,
Trento,SSRN,IDHN,64,all,yes,,,,codes/Trento/SSRN/IDHN/64/all.npz,
Trento,SSRN,OrthoHash,16,cls,yes,,,,codes/Trento/SSRN/OrthoHash/16/cls.npz,
Trento,SSRN,OrthoHash,16,all,yes,,,,codes/Trento/SSRN/OrthoHash/16/all.npz,
Trento,SSRN,OrthoHash,32,cls,yes,,,,codes/Trento/SSRN/OrthoHash/32/cls.npz,
Trento,SSRN,OrthoHash,32,all,yes,,,,codes/Trento/SSRN/OrthoHash/32/all.npz,
Trento,SSRN,OrthoHash,64,cls,yes,,,,codes/Trento/SSRN/OrthoHash/64/cls.npz,
Trento,SSRN,OrthoHash,64,all,yes,,,,codes/Trento/SSRN/OrthoHash/64/all.npz,
Trento,SSRN,DSPCH,16,cls,yes,,,,codes/Trento/SSRN/DSPCH/16/cls.npz,
Trento,SSRN,DSPCH,16,all,yes,,,,codes/Trento/SSRN/DSPCH/16/all.npz,
Trento,SSRN,DSPCH,32,cls,yes,,,,codes/Trento/SSRN/DSPCH/32/cls.npz,
Trento,SSRN,DSPCH,32,all,yes,,,,codes/Trento/SSRN/DSPCH/32/all.npz,
Trento,SSRN,DSPCH,64,cls,yes,,,,codes/Trento/SSRN/DSPCH/64/cls.npz,
Trento,SSRN,DSPCH,64,all,yes,,,,codes/Trento/SSRN/DSPCH/64/all.npz,
Trento,SSRN,DHNN,16,cls,yes,,,,codes/Trento/SSRN/DHNN/16/cls.npz,
Trento,SSRN,DHNN,16,all,yes,,,,codes/Trento/SSRN/DHNN/16/all.npz,
Trento,SSRN,DHNN,32,cls,yes,,,,codes/Trento/SSRN/DHNN/32/cls.npz,
Trento,SSRN,DHNN,32,all,yes,,,,codes/Trento/SSRN/DHNN/32/all.npz,
Trento,SSRN,DHNN,64,cls,yes,,,,codes/Trento/SSRN/DHNN/64/cls.npz,
Trento,SSRN,DHNN,64,all,yes,,,,codes/Trento/SSRN/DHNN/64/all.npz,
Trento,A2S2KResNet,CSQ,16,cls,yes,,,,codes/Trento/A2S2KResNet/CSQ/16/cls.npz,
Trento,A2S2KResNet,CSQ,16,all,yes,,,,codes/Trento/A2S2KResNet/CSQ/16/all.npz,
Trento,A2S2KResNet,CSQ,32,cls,yes,,,,codes/Trento/A2S2KResNet/CSQ/32/cls.npz,
Trento,A2S2KResNet,CSQ,32,all,yes,,,,codes/Trento/A2S2KResNet/CSQ/32/all.npz,
Trento,A2S2KResNet,CSQ,64,cls,yes,,,,codes/Trento/A2S2KResNet/CSQ/64/cls.npz,
Trento,A2S2KResNet,CSQ,64,all,yes,,,,codes/Trento/A2S2KResNet/CSQ/64/all.npz,
Trento,A2S2KResNet,DPN,16,cls,yes,,,,codes/Trento/A2S2KResNet/DPN/16/cls.npz,
Trento,A2S2KResNet,DPN,16,all,yes,,,,codes/Trento/A2S2KResNet/DPN/16/all.npz,
Trento,A2S2KResNet,DPN,32,cls,yes,,,,codes/Trento/A2S2KResNet/DPN/32/cls.npz,
Trento,A2S2KResNet,DPN,32,all,yes,,,,codes/Trento/A2S2KResNet/DPN/32/all.npz,
Trento,A2S2KResNet,DPN,64,cls,yes,,,,codes/Trento/A2S2KResNet/DPN/64/cls.npz,
Trento,A2S2KResNet,DPN,64,all,yes,,,,codes/Trento/A2S2KResNet/DPN/64/all.npz,
